fecha|hora|pais|operadora|vuelo_numero|ruta|tipo_aeronave|registro_aeronave|abordo|pasajeros|tripulantes|bajas|bajas_pasajeros|bajas_tripulacion|bajas_tierra|Descripcion|country
1971-10-24|22:15|other|Monmouth Airways||Jamaica NY  Allentown PA|Beechcraft||8|6|2|4|2|2|0|Collided with trees while attempting to land Improper IFR operation Descended below MDA Pilot fatigue|
1971-11-09|05:40|Italy|Military  Royal Air Force||San Giusto  Sardinia|Lockheed Martin||52|46|6|52|46|6|0|The plane carrying paratroopers crashed into the Ligurian Sea about 20 miles west of Pisa shortly after taking off from San Giusto Airport Inflight structural failure Cause undetermined|
1971-11-10|nan|Indonesia|Merpati Nusantara Airlines||Jakarta  Padang  Medan  Kuala Lumpur|Vickers||69|62|7|69|62|7|0|The plane crashed into the sea while on approach to Padang Unknown cause|
1971-11-12|11:25|Russia|Aeroflot|H-63|Kiev  Vinnitsa|Antonov||48|43|5|48|43|5|0|The plane crashed  on a a goaround 850 m short of the runway Stalled for unknown reasons|
1971-11-21|21:50|Taiwan|China Airlines Taiwan||Taipei  Hong Kong|Sud Aviation||25|17|8|25|17|8|0|The plane crashed into the sea while on a flight from Taipei to Hong Kong  Detonation of an explosive device|
1971-11-28|13:30|Vietnam|Military  US Army||Da Nang  Camp Eagle|Boeing||34|29|5|34|29|5|0|Crashed into a mountain after attempting to fly through a lowland area due to deteriorating weather conditions|
1971-12-01|21:48|Russia|Aeroflot|2174|Ufa  Saratov|Antonov||57|53|4|57|53|4|0|During approach the plane made a large roll and vertical rate of descent and crashed Icing|
1971-12-04|13:46|other|Eastern Air Lines||Miami FL  Raleigh NC|McDonnell Douglas||29|24|5|2|1|1|0|Midair collision  The DC9 descended onto the Cessna Two killed aboard the Cessna The DC9 landed with no one aboard injured Inadequacy of ATC facilities and services in the terminal area|
1971-12-06|nan|Sudan|Sudan Airways||Khartoum  Malakal|Fokker||42|37|5|10|9|1|0|The aircraft experienced a forced landing after being hijacked and running out of fuel|
1971-12-09|12:25|India|Indian Airlines||Trivandrum  Madurai|other||31|27|4|21|17|4|0|Strayed off course and flew into a mountain Crew error|
1971-12-21|23:32|Bulgaria|Balkan Bulgarian Airlines||Sofia IAP  Algiers|Ilyushin||73|62|11|28|26|2|0|Crashed in adverse weather conditions shortly after taking off Technicians failed to comply with maintenance procedure and it was determined that the aileron control cables were not properly connected|
1971-12-24|12:36|Peru|Lineas Aereas Nacionales SA Peru|508|Lima  Pucallpa|Lockheed Martin||92|86|6|91|85|6|0|The aircraft was struck by lightning after it entered an area of thunderstorms and heavy turbulence The lightning caused a fire which led to the separation of the right wing and part of the left wing The aircraft crashed in mountainous terrain in the jungle One German passenger a female teenager survived and was found after trekking through the jungle for 9 days Juliane Koepcke had a broken collarbone and was unconscious for an unknown amount of time but had survived the crash still strapped in her seat She fell more than two miles into the jungle canopy but miraculously survived with only minor injuries When she came to she set out in vain to find her mother Maria Koepcke her mother a leading Peruvian ornithologist was dead Rescue crews searched for the aircraft without success Koepcke would have to save herself  Koepcke found a stream and began nine days of wading through kneehigh water and fighting off swarms of insects and leeches On the ninth day she found a canoe and shelter Then she waited Hours later local lumbermen returned and found her They tried to get her to eat but she was quite sick and refused Insects had buried eggs in her skin and they were beginning to hatch One of the men poured gasoline on her and as she told the London Daily Mail I counted 35 worms that came out of my arms alone The men offered what assistance they could provide but it was too late in the day to start the journey back to civilization she slept one more night in the jungle before the men took her on the final seven hour journey via canoe down the river to a lumber station where she was airlifted to a hospital|
1972-01-06|15:35|Mexico|SAESA||Chetumel  Merida  Mexico City|Hawker||23|18|5|23|18|5|0|The aircraft crashed about 40 km northwest of Chetumal following a fire onboard while en route|
1972-01-07|12:10|Spain|Iberia Airlines|602|Valencia  Ibiza|other||104|98|6|104|98|6|0|The aircraft crashed into hill while attempting to land Failure to maintain the minimum flight altitude during the final stages of the visual approach The accident was the result of a controlled flight into terrain due to a premature descent in limited visibility causing the airplane to descent below the MDA|
1972-01-21|nan|Colombia|Lineas Areas la Urraca||Bogota  San Andres|Vickers||20|15|5|20|15|5|0|Crashed shortly after leaving Bogota after an explosion aboard|
1972-01-21|10:30|Colombia|Miliitary  SATENA|661|Medelln  Quibd  Baha Solano  Buenaventura  Cali|McDonnell Douglas||39|36|3|39|36|3|0|The aircraft struck a mountain in rain and thunderstorms operating as a nonscheduled passenger airliner run by the military|
1972-01-26|16:10|Czech Republic|JAT Yugoslav Airlines|JU 367|Stockholm  Belgrade|McDonnell Douglas||28|23|5|27|23|4|0|The plane crashed after the detonation of a bomb in the forward cargo hold A flight attendant  22 year old Vesna Vulovic fell 33330 feet in the tail section and although she broke both legs and was temporarily paralyzed from the waist down she survived She was in a coma for 27 days and it took 16 months for her to recover The bomb was believed to be placed on the plane by a Croatian extremist group On January 27 1997 25 years after the crash Vesna Vulovic returned to the crashsite and was reunited with the firemen who pulled her from the wreckage and the medical team who looked after her in the hospital|
1972-02-01|nan|Indonesia|Royal Air LaosPENAS||Singapore  Jakarta|McDonnell Douglas||9|6|3|6|5|1|0|Due to a compass error the aircraft became lost and crashed during a forced landing due to fuel starvation|
1972-02-04|nan|Laos|Air America||Ban Xon  Pha Khao|De Havilland|393.0|38|34|4|1|0|1|0|After a goaround due to an obstruction on the runway the aircraft crashed while attempting to land a second time Overloaded|
1972-02-05|nan|Colombia|TAC Colombia|772|Bogota  Valledupar|Fairchild Aircraft||19|15|4|19|15|4|0|Disappeared while en route Wreckage found 3 days later The accident was the result of a controlled flight into terrain due to a premature descent|
1972-02-11|13:20|Laos|Royal Air Lao||Savannakhet  Vientiane|McDonnell Douglas||23|17|6|23|17|6|0|Shot down while en route Aircraft not found|
1972-03-03|20:48|other|Mohawk Airlines|405|New York City  Albany NY|other||48|45|3|16|14|2|1|The aircraft was on final approach to Albany County Airport in light snow and two miles visibility when the pilot reported a malfunctioning left propeller cruise pitch lock The captain ordered the engine shut down but the crew was unsuccessful in feathering the prop and the plane began to lose altitude The plane crashed 4 miles short of the runway into a twofamily house killing one man Malfunction of the cruise pitch lock  Inability of the crew to feather the left propeller in combination with the descent below the minimum approach altitude The reason for the malfunction and inability to feather the prop remains undetermined|
1972-03-14|22:00|United Arab Emirates|Sterling Airways|296|Colombo  Dubai|other||112|106|6|112|106|6|0|The aircraft struck a mountain ridge during approach 50 miles E of Dubai Incorrect information from an outdated flight plan|
1972-03-19|nan|Yemen|Egyptair|763|Cairo  Jeddah  Aden|McDonnell Douglas||22|13|9|22|13|9|0|The aircraft crashed into Shamsam Mountain and exploded during a visual approach 4 miles SW of the airport Controlled flight into terrain|
1972-04-12|21:26|Brazil|VASP||Sao Paulo  Rio de Janeiro|other||25|21|4|25|21|4|0|Crashed in mountainous terrain  50 miles north of Rio de Janeiro while on approach The crew mistakenly tuned the ADF instrument to a wrong NDB causing the airplane to follow a wrong approach path and to descend at an inappropriate altitude The lack of visibility due to the night and clouds was considered as a contributing factor|
1972-04-16|22:10|Italy|Aero Transporti Italiani||Rome  Foggia|Fokker||18|15|3|18|15|3|0|Crashed into high ground while en route in thunderstorm activity Loss of control due to downdrafts and updrafts in thunderstorm activity|
1972-04-17|17:18|other|Helaire Helicopter||Sightseeing|Bell Aircraft Corporation||3|2|1|3|2|1|0|Float equipped sightseeing helicopter encountered turbulence which led to the blades flapping and a steep nose down crash into the river|
1972-04-18|09:39|Ethiopia|East African Airways|720|Addis Ababa  Rome|other||107|96|11|43|35|8|0|The aircraft brokeup after overrunning the runway and an aborted takeoff Partial loss of braking power due to the incorrect reassembly and repairs of the braking system|
1972-04-20|16:20|Peru|SATCO|||McDonnell Douglas||6|2|4|6|2|4|0|The cargo plane struck a mountain in poor weather conditions The pilot elected to use a cruising altitude lower than stipulated in order to save time and continue flying in VFR conditions|
1972-04-24|12:23|Laos|Air America||Long Tieng Laos  Moung Cha Laos|other||10|9|1|4|4|0|0|Hit trees while flying through a mountain pass in rain and fog|
1972-05-04|23:34|USSR|Aeroflot|608|Irkutsk  	Bratsk|Yakovlev||18|14|4|18|14|4|0|Crashed on approach The plane entered an area of severe wind Windshear ATC error Current weather was not passed on to the plane|
1972-05-05|22:24|Italy|Alitalia|112|Rome  Palermo|McDonnell Douglas||115|108|7|115|108|7|0|The plane cashed into Mt Lunga during an approach to Palermo The crews nonadherence to airport traffic regulations The aircraft was named Antonio Pigafetta|
1972-05-08|nan|Venezuela|Aerotechnia||Ciudad Bolvar  Cuchivero|McDonnell Douglas||7|5|2|7|5|2|0|Struck a mountain near Rio Orinoco while en route|
1972-05-10|10:25|Vietnam|Military  US Army||Bien Hoa  Vung Tau|Boeing||34|32|2|34|32|2|0|Metal fatigue of the spar in a blade led to separation of the blade and loss of control of the aircraft|
1972-05-16|12:30|Russia|Military  Russian Navy||Kaliningrad  Kaliningrad|Antonov|5.0|9|0|9|9|0|9|25|The military plane was returning after a flight over the Baltic Sea for weather research The crew didnt set the barometric altimeter the airfield so the altimeter indicated a height higher than the actual altitude After crossing the shoreline it entered a patch of thick fog The crew couldnt see the ground and descended to a dangerously low altitude The aircraft crashed onto a kindergarten killing 23 children and two adults The altimeter from an Il14 was mistakenly installed in the AN24|
1972-05-18|11:53|Ukraine|Aeroflot|1491|Moscow  	Kharkov|Antonov||122|115|7|122|115|7|0|Structural failure and separation of both wings due to a fatigue crack in the center wing section|
1972-05-21|nan|Angola|DTA Angola Airlines||Luanda  Lobito  Lubango|Fokker||25|19|6|22|17|5|0|Overshot the runway in heavy fog and crashed into the ocean while landing|
1972-05-27|15:10|Germany|General Air|005|Helgoland  Wangerooge|De Havilland||13|10|3|8|6|2|0|Crashed after taking off from this North sea island for another island|
1972-05-29|nan|Brazil|Amazonese Importacao e Exportacao||Cruzeiro do Sul  Rio Branco|Lockheed Martin||18|15|3|9|6|3|0|The cargo plane cashed into trees shortly after taking off after two engines failed Refueling directly from the trucks without allowing sufficient time for the fuel to settle|
1972-05-29|06:04|other|Petrolium Helicopter||Dulac LA  Gulf oil platform|Bell Aircraft Corporation||11|10|1|11|10|1|0|Crashed into the water after the fatigue failure of both tail rotor blade grips|
1972-05-30|06:24|other|Delta Air Lines|9570|Training|McDonnell Douglas||4|0|4|4|0|4|0|While practicing touch and go landing the aircraft crashed after getting caught in the wake turbulence of a DC10 An encounter with a trailing vortex generated by a preceding heavy jet which resulted in an involuntary loss of control of the airplane during final approach Although cautioned to expect turbulence the crew did not have sufficient information to evaluate accurately the hazard or the possible location of the vortex Existing FAA procedures for controlling VFR flight did not provide the same protection from a vortex encounter as was provided to flights being given radar vectors in either IFR or VFR conditions|
1972-06-05|nan|Vietnam|Air America||Hue  Pleiku  Bun Ma Thuot  Saigon|other||32|29|3|32|29|3|0|The crew failed to realize his altitude was too low when the airplane struck the slope of a mountain located few km from the airport|
1972-06-13|nan|Chile|Aerolineas Flecha Austral|||other||3|0|3|3|0|3|0|On approach the cargo plane struck El Ovejero mountain|
1972-06-13|nan|Vietnam|Military  Vietnamese Air Force|||Boeing||47|||47|||0|Shot down by enemy fire 60 miles north of Saigon shortly after taking off|
1972-06-14|20:20|India|Japan Air Lines|471|Bangkok  Delhi|McDonnell Douglas||87|76|11|82|72|10|4|The aircraft crashed short of the runway Indian officials claimed the crash was caused by a disregard for prescribed procedures in abandoning all instrument references before making visual contact with the runway Japanese investigators claimed a false glide path signal was responsible for the descent into terrain|
1972-06-15|14:00|Vietnam|Cathay Pacific Airways|700Z|Bangkok  Hong Kong|Convair||81|71|10|81|71|10|0|The plane crashed while en route from Singapore to Hong Kong Detonation of an explosive device in the passenger cabin in a suitcase under a seat A Thai police lieutenant accused of planting the bomb was acquitted due to lack of sufficient evidence|
1972-06-18|16:11|England|British European Airways|548|London  Brussels|Hawker||118|112|6|118|112|6|0|The plane crashed into a field shortly after taking off from Heathrow Airport The airplane stalled after the wings leading edge devices were retracted prematurely after takeoff  Failure of the captain to maintain adequate speed after noise abatement procedures Premature retraction of the slats Incapacitation of the captain due to a possible arterial hemorrhage|
1972-06-24|23:17|Puerto Rico|Prinair|191|San Juan  Ponce|De Havilland||20|18|2|5|3|2|0|The pilot overrotated during a goaround from a landing attempt  lost control and crashed Crew error The reason for rejecting the landing is not known|
1972-06-29|09:37|other|North Central Airlines  Air Wisconsin|290 / 671|Chicago IL  Appleton WI  Sheboygan WI|Convair||13|8|5|13|8|5|0|Both aircraft were proceeding under VFR getting ready to land when there was a midair collision Both aircraft crashed into Lake Winnebago and sank The failure of both flightcrews to detect visually the other aircraft in sufficient time to initiate evasive action|
1972-07-05|nan|other|Pacific Southwest Airlines|710|Sacramento  San Francisco|Boeing||86|79|7|3|3|0|0|Two hijackers and one passenger killed|
1972-07-06|02:00|Spain|Aviaco|331|Las Palmas  Hamberg|McDonnell Douglas||10|0|10|10|0|10|0|The plane ditched into the sea 14 miles from Gran Canana Island while on approach Reasons unknown|
1972-07-11|nan|Vietnam|Military  US Marine Corps|||Sikorsky Aircraft Corporation|156658.0|67|60|7|52|50|2|0|Shot down by enemy fire 60 miles north of Siagon|
1972-07-11|16:00|Norway|Military  Royal Norwegian Air Force||Bardufoss  Bodoe|De Havilland||19|17|2|19|17|2|0|Crashed in rain and fog on the island of Hinno while preparing to land at Skagon Airport Navigational error  The pilot was found be under the influence of alcohol|
1972-07-20|nan|Greece|Charter|||other||84|||1|1|0|0|On the takeoff run a loud explosion was heard and the takeoff was aborted The aircraft never became airborne  overran the runway and crashed into shallow water  On passenger that did not have her seatbelt on was killed|
1972-07-29|06:53|Colombia|AVIANCA  AVIANCA|||McDonnell Douglas||38|32|6|38|32|6|0|Midair collision Seventeen aboard the HK134 and twentyone aboard the HK107 killed|
1972-08-12|22:42|India|Indian Airlines||Gwalior  Delhi|Fokker||18|14|4|18|14|4|0|Crashed on second approach after the pilot used the wrong flap setting and gears down after initiating a goaround|
1972-08-12|04:00|Vietnam|Military  US Air Force|||Lockheed Martin||44|36|8|30|23|7|0|The aircraft was hit by small arms fire shortly after taking off from Soc Trang Air Base|
1972-08-14|17:00|Germany|Interflug||Berlin  Birgas|Ilyushin||156|148|8|156|148|8|0|In cargo bay 6 hot air leaking from an air conditioning system melted insulation off cabling causing a short circuit in the stabilizing system Melting insulation ignited flammable fluid which led to an uncontrollable fire that eventually weakened the structure until the tail fell off|
1972-08-16|nan|other|Burma Airways||Sandoway  Rangoon|McDonnell Douglas||31|27|4|26|22|4|0|Lost control soon after it took off and crashed into the sea|
1972-08-27|nan|Venezuela|Lineas Areas Venezolanas||Canaima  C iudad|McDonnell Douglas||34|31|3|34|31|3|0|The aircraft crashed while the crew was returning to the airport after experiencing a No1 engine failure|
1972-08-28|14:30|Guinea|Military  Royal Australian Air Force||Lae  Port Moresby|De Havilland||29|26|3|25|22|3|0|While traveling through a valley the pilot reversed his course after the weather deteriorated He began to climb but clipped trees just below a ridge lost control of the aircraft and crashed The pilots error in judgement in not flying about the poor weather in the valley|
1972-08-31|10:19|Russia|Aeroflot|558|Karaganda  Moscow|Ilyushin||102|93|9|102|93|9|0|The aircraft crashed trailing heavy smoke Fire caused by spontaneous ignition of passenger baggage|
1972-09-01|nan|Guinea|Ansett Airlines of Papua New Guinea|||other||4|3|1|4|3|1|0|While on a VFR flight the aircraft struck  Mt Giluwe at  14346 feet Cause undetermined|
1972-09-07|17:57|Bolivia|Servicios Aereas Virgen de Copacabana|||other||8|6|2|1|0|1|0|The No1 engine failed during takeoff the aircraft banked left lost height touched down again and ran through small trees and a fence  The right gear collapsed and the nose hit the ground|
1972-09-10|10:20|Ethiopia|Ethiopian Airlines||Axum  Gondar|McDonnell Douglas||11|8|3|11|8|3|0|Crashed after a wing separated from the fuselage caused by the presence of fatigue cracks in the root|
1972-09-13|12:00|Nepal|Military  Royal Nepalese Air Force||Panchkhal  Tribuvan|McDonnell Douglas||31|27|4|31|27|4|0|Crashed while en route with paratroopers in limited visibility|
1972-09-24|nan|other|Private|||other||1|0|1|0|0|0|22|A World War II vintage Sabrejet fighter leaving an air show at Executive Airport was unable to get airborn and crashed into a Farrells Ice Cream Parlor on Freeport Blvd Twentytwo people on the ground including 12 children were killed The pilot was pulled from the wreckage by a bystander and survived The pilot tried to lift off too quickly pointing the nose of the jet three times higher than the normal angle Instead of becoming airborne sooner the plane had trouble getting off the ground|
1972-09-24|nan|Vietnam|Air Vietnam South Vietnam||Vientiane  Saigon|McDonnell Douglas||13|8|5|10|6|4|0|Crashed 23 miles from Saigon while attempting an emergency landing|
1972-10-01|19:25|USSR|Aeroflot|1036|Adler  Moscow|Ilyushin||108|108|8|108|100|8|0|The flight ditched into Black Sea shortly after takeoff The accident occurred in good weather and visibility and ground controllers received no distress message prior to the crash An investigation failed to reveal its cause|
1972-10-02|nan|Cambodia|Cambodia Air|||McDonnell Douglas||9|7|2|9|7|2|0|Shot down by a mortar shell while approaching to land at Kampot|
1972-10-13|15:30|Chile|Uruguayan Air Force  TAMU||Mendoza  Santiago|other||45|40|5|29|24|5|0|The plane left Montevideo bound for Santiago Chile carrying the Old Christians Rugby Team After leaving Mendoza and while flying at FL150 the copilot radioed he was over Curico and requested clearance to FL100 Because of head winds the plane was actually still over the Andes As the plane descended into clouds it ran into turbulence and the crew found themselves surrounded by mountains on all sides The crew tried to climb out but the right wingtip struck the mountainside The right wing detached and separated from the aircraft taking off part of the tail The fuselage slid down a mountain slope and came to rest in the Andes mountains at an altitude of 12000 feet The survivors were not found until 122272 Eight passengers died in an avalanche on October 30 Survivors resorted to cannibalism to stay alive The book and movie Alive is based on this accident The aircraft flew into a rotor zone or mountain wave which led to loss of control of the aircraft|
1972-10-13|21:50|USSR|Aeroflot|217|Leningrad  Moscow|Ilyushin||174|164|10|174|164|10|0|The aircraft crashed at the outer marker while attempting to land for the third time in poor weather conditions  Sudden incapacitation of the crew for reasons unknown Contributing to the accident the airports instrument landing system was not working|
1972-10-16|09:00|other|Private||Anchorage AK  Juneau AK|Cessna||4|3|1|4|3|1|0|The plane was on a flight from Anchorage to Juneau when it disappeared as it was approaching the Chugach Mountain range  The weather along the prescribed route was not condusive to VFR flight  Louisiana Congressman and House Majority Leader Hale Boggs Alaska Congressman Nick Begich and his aide killed Cause unknown|
1972-10-21|21:30|Greece|Olympic Airways||Kerkira  Athens|other||53|49|4|37|36|1|0|Crashed into the sea just short of the runway while on approach in poor visibility Controlled flight into water|
1972-10-23|nan|Vanuatu|Air Melanesie||Lenakel  Port Vila|other||8|7|1|1|1|0|0|After takeoff from Lenakel Airport en route to Port Vila the pilot wanted to show cattle to a passenger and decided to reduce his altitude when the twin engine airplane struck trees Pilot error|
1972-10-27|19:18|France|Air Inter|696|Lyon  Clermont|Vickers||68|63|5|60|55|5|0|Crashed while landing in severe turbulence Faulty indication by radio compass|
1972-10-30|20:40|Italy|Aero Transporti Italiani||Napoli  Bari|Fokker||27|24|3|27|24|3|0|Plummeted to the ground and burst into flames near a farmhouse after losing control with the tower Visual approach in descent below minima|
1972-10-31|18:00|Vietnam|Military  US Army|||Boeing||22|||22|||0|Shot down by enemy fire over the Mekong Delta region|
1972-11-04|20:02|Bulgaria|Balkan Bulgarian Airlines||Burgas  Sofia|Ilyushin||35|31|4|35|31|4|0|The crew elected to divert to Plovdiv due to fog While on approach the aircraft flew into a mountain ATC error|
1972-11-17|23:20|other|Metro Air Systems||Hopkinsville KY  Lexington KY|other||11|10|1|11|10|1|0|Improperly loaded aircraft weight and center of gravity|
1972-11-28|19:51|Russia|Japan Air Lines|446|Moscow  Tokyo|McDonnell Douglas||76|61|15|62|53|9|0|The aircraft lost altitude while taking off and crashed The copilot responded to the captains gearup command by reaching forward and pulling back on the ground spoiler handle rather than lifting the gear handle which was immediately ahead of the spoiler control Late night partying by the crew was suspected the night before|
1972-12-03|07:33|other|Spantax||Tenerife  Munchen|Convair||155|148|7|155|148|7|0|Reached a height of 300 feet  when the plane suddenly plunged to earth and crashed Loss of control precipitated by abnormal maneuvers made by the pilot in command in zero visibility Crews loss of situational awareness Spatial disorientation immediately after takeoff in an almost zero visibility configuration|
1972-12-08|12:15|Pakistan|Pakistan International Airlines|631|Gilgit  Rawalpindi|Fokker||26|22|4|26|22|4|0|Crashed into hilly area in poor weather conditions Controlled flight into terrain|
1972-12-08|14:28|other|United Air Lines|553|Washington  Chicago|Boeing||61|55|6|43|40|3|2|The aircraft crashed while making a nonprecision instrument approach to Runway 31L The accident occurred in a residential area approximately 15 miles southeast of the approach end of Runway 31L Upon reaching mimimum descent altitude the pilot raised the nose of the aircraft to stop the descent The stall warning horn sounded and continued to sound until the plane crashed 17 seconds later The aircraft was destroyed by impact and subsequent fire The captains failure to exercise positive flight management during the execution of a nonprecision approach which culminated in a critical deterioration of airspeed resulting in a stall from which level flight could no longer be maintained US Representative from Illinois George Collins killed Wife of  Watergates E Howard Hunt Dorothy Hunt also killed|
1972-12-20|18:00|other|Delta Air Lines North Central Airlines|954/575|Tampa  Chicago  Chicago  Madison|McDonnell Douglas||133|122|11|10|10|0|0|The Delta Convair taxing across Runway 27L after landing in heavy fog was hit by the North Central DC9 as it took off shearing off its tail The DC9 came crashing back down on the runway and caught fire Ten people out of 45 aboard the DC9 were killed None of the 88 aboard the Convair were killed The ATC gave ambiguous instructions to the Delta crew did not use all available information to determine the location of the CV880 and the CV880 crew did not request clarification of the controllers instructions|
1972-12-21|nan|Netherlands|Air Guadeloupe||Guadeloupe  St Maarten|De Havilland||13|11|2|13|11|2|0|Crashed on approach into the sea at night|
1972-12-23|16:34|Norway|Braathens||Alesund  Oslo|Fokker||45|42|3|40|37|3|0|Hit high ground while on approach to Fornebu Airport in Oslo The aircraft descended well below the MDA and was off course by 25 at the time of the accidentPilot error|
1972-12-29|23:42|other|Eastern Air Lines|401|New York City  Miami|Lockheed Martin||176|163|13|103|97|6|0|The crew was preoccupied with a landing gear problem and was trying to replace the landing gear light while on autopilot and in a holding pattern over the everglades As the captain turned to tell the flight engineer to go below to check if the landing gear was down he inadvertently pushed on the yoke releasing the altitude hold of the autopilot With no ground reference and  under nighttime conditions the aircraft gradually descended until it crashed into Everglades 187 miles westnorthwest of Miami The failure of the crew to monitor the flight instruments during the final 4 minutes of flight and to detect a descent soon enough to prevent impact with the ground After spare parts from the L1011 were used on other planes apparitions of the captain Robert Loft and flight engineer Don Repo began to be reported by Eastern employees The book The Ghost of Flight 401and movies The Ghost of Flight 401 and Crash are based on this accident Three passengers and one crew member died in weeks following the accident making the total 103|
1972-12-31|19:23|Puerto Rico|American Express Leasing||San Juan PR  Managua Nicaragua|McDonnell Douglas||5|2|3|5|2|3|0|The flight crashed moments after taking off after losing the No 2 engine and losing power in the No 3 engine  Overloaded by 4193 lbs  Inadequate maintenance inspection and previous damage to the engine during a taxing accident led to the engine failures Baseball player Roberto Clemente 38 killed Clemente was on a relief mission to deliver supplies for earthquake victims in Nicaragua|
1973-01-02|08:34|Canada|Pacific Western Airlines||Toronto  Edmonton|Boeing||5|0|5|5|0|5|0|Landing in poor visibility turbulence and snow the cargo plane came in for a landing at a high sink rate The captain took over the controls to try to arrest the sink rate but the plane crashed into trees a powerline and finally into a ridge short of the runway The plane broke in two and was destroyed by fire|
1973-01-19|14:31|Scotland|British European Airways||Test flight|Vickers||4|2|2|4|2|2|0|Crashed into Ben More mountain The pilot did not maintain a safe altitude and gave insufficient attention to navigation when flying VFR into an area of snow covered high ground in marginal weather conditions|
1973-01-21|23:56|Russia|Aeroflot||Kazan  Perm|Antonov||39|34|5|39|34|5|0|The plane went into a spiral dive As the crew tried to pull the plane out it broke up due to excesss g loads Four survived the crash as the plane landed in a blanket of snow but succumbed to the cold before they could be rescued Cause unknown|
1973-01-22|09:30|Nigeria|Alia Royal Jordanian Airlines||Jeddah  Lagos|Boeing||202|193|9|176|170|6|0|The landing gear collapsed after hitting a depression in the runway while landing The aircraft ran off the side of the runway and caught fire Wake turbulence during the landing|
1973-01-27|nan|Honduras|TAN||Miami  Tegucigalpa|McDonnell Douglas||3|0|3|3|0|3|0|The cargo plane crashed and burned ten miles from the destination airport|
1973-01-29|nan|Cyprus|Egyptair|741|Cairo  Nicosia|Ilyushin||37|30|7|37|30|7|0|Crashed into the Kyrenia Mountains while on approach Controlled flight into terrain|
1973-02-19|10:06|Slovakia|Aeroflot||Moscow  Praha|Tupolev||100|87|13|66|62|4|0|The plane struck the ground short of the runway while landing Possible windshear or jammed tailplane Official cause unknown|
1973-02-19|09:15|other|Petrolium Helo Inc||Oil platform  Morgan City LA|Bell Aircraft Corporation||5|4|1|5|4|1|0|Crashed after the failure of the main rotor  Pylon support link failed due to fatigue causing complete failure of the main rotor|
1973-02-21|nan|Panama|Aerovias Urraca||David  Changuinola|McDonnell Douglas||28|25|3|22|19|3|0|Flew into Cerro Horqueta Mountain Controlled flight into terrain|
1973-02-21|14:10|Egypt|Libya Arab Airlines|114|Tripoli  Cairo|Boeing||113|104|9|108|100|8|0|While en route from Tripoli to Cairo the aircraft drifted over Israeli territory due to strong tailwinds and was shot down by Israeli Phantom fighters After being hit a fire broke out and the crew attempted to make an emergency landing in the desert but crashed and burst into flames Cairo approach control radar and beacon not functioning|
1973-02-24|07:37|Russia|Aeroflot|630|Dushanbe  	Leninabad|Ilyushin||79|71|8|79|71|8|0|The aircraft entered a spin after the plane banked 60 degrees and then dove into the ground|
1973-02-28|18:59|Kazakhstan|Aeroflot|256|Semipalatinsk  Karaganda|Yakovlev||32|29|3|32|29|3|0|Crashed back on the the runway and broke apart Official cause could not be determined|
1973-02-28|nan|Indonesia|Merpati Nusantara Airlines|||De Havilland||13|10|3|13|10|3|0|Crashed while en route 45 km east of Nabire|
1973-03-03|12:45|USSR|Balkan Bulgarian Airlines|307|Sofia  Moscow|Ilyushin||25|17|8|25|17|8|0|Crashed broke up and burst in flames while on second approach after descending below glide slope Icing of tailplane|
1973-03-05|13:50|France|Lineas Aereas de EspanaSpantax SA Transportes|504/400|Palma de Mallorca  London|McDonnell Douglas||182|166|16|68|61|7|0|Midair collision Both planes were headed to London at the same altitude but different airways When the Convair was at the ATC sector boundary the crew could barely hear the Marina controller who instructed them to contact Menhir control The pilot erroneously thought he had to contact Menhir control when passing the Nantes VOR In order to delay their arrival at the VOR the Convair crew twice tried to request permission to carry out a 360degree turn When they did not get any answer from Marina control they initiated the turn without clearance While in the midst of an overcast the Convair collided with the DC9 The CV990 lost an outboard portion of its left wing and managed to carry out an emergency landing at CognacChteaubernard Air Base The DC9 lost control and crashed The air traffic control system had been taken over that day by military personnel because of a strike of civilian controllers|
1973-03-15|nan|India|Indian Airlines||Training|other||3|0|3|3|0|3|0|While turning and aligning to land the right wing tip struck power lines and a tree The aircraft then hit a house and caught fire Multiple errors by the instructor as well as the trainees due to being under the influence of  alcohol|
1973-03-19|10:05|Vietnam|Air Vietnam South Vietnam||Saigon  Ban Me|McDonnell Douglas||62|57|5|62|57|5|0|Crashed after an explosion in the cargo hold|
1973-04-10|10:13|Switzerland|Invicta International Airlines UK|435|Bristol  Basel|Vickers||145|139|6|108|104|4|0|Crashed into a forest during a snowstorm Malfunctioning navigation equipment Navigational error by crew|
1973-04-12|14:50|other|Military  US Navy  NASA|||Lockheed Martin||17|0|17|16|0|16|0|A Navy P3C collided with a NASA research jet as it prepared to land at Moffett Naval Air Station A ground controller mistakenly gave both planes permission to land on the same runway and the NASA plane settled on top of the P3 300 ft off the ground Both planes crashed onto a golf course Five aboard the P3 and 11 aboard the Convair were killed|
1973-04-18|nan|Afghanistan|Bakhtar Afghan Airlines||Bamiyan  Kabul|De Havilland||19|16|3|4|2|2|0|The chartered AmericanCanadian tour groups plane crashed on takeoff|
1973-05-11|04:37|USSR|Aeroflot|6551|Tashkent Uzbekistan  	Novosibirsk Russia|Ilyushin||61|55|8|61|55|8|0|The plane disintegrated during an emergency descent and crashed 84km from Semipalatins Collision with a foreign object causing damage to the wing|
